,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1064970,5,True,"10 28, 2016",A1JIL9RPL646NL,B004725KQ6,lisa martha,"Needed gluten free pasta and wasn't able to find any locally. This brand is a blessing. No one knows it's not ""real"" pasta and I can remain gluten-free!  I've since tried other brands, and I will be sticking with tinkyada.  Just DON'T OVER COOK!",Only pasta for me,1477612800,,,
883229,5,True,"08 2, 2016",A5ZHJZ5LRLKHC,B00PV4FG3Q,T Knudsen,"My husband loves this coffee. I don't drink it myself because I drink tea, but even I love the smell. Definitely worth the $ if it's there.",Good stuff,1470096000,,{'Size:': ' 5 pound'},
737208,5,True,"06 6, 2016",AMA65HL0W59BB,B00EBKNQGA,Missouri Man,Gravy is good for the heart. keeps it lubricated with grease.  Not really but is fill your belly.,Gravy is good for the heart,1465171200,,,
626999,5,True,"06 27, 2016",AEBBVEXTK41XG,B009KZ3EAO,MaryJane Rissberger,"I use pine nuts as others use breadcrumbs.  I have a gluten intolerance and toasting a fistful of pinenuts and tossing them on salads, rice, ice cream! is always great.  The quality of these and the price are both attractive to me, and I will order them again from this source, and recommend them to my friends.",Attractive price AND quality.,1466985600,,{'Size:': ' Pack of 1'},
569212,5,True,"02 27, 2016",A2VG962LHYU2UP,B006PTXRGE,BBQ Corn Chips,"Semolina at a good price and good amount at 2 pounds.  Quality was good.  It is very, very fine... finer than sand and much like regular flour texture.  I would recommend this semolina flour.  If you are looking for good fine semolina flour, this is a good choice.  It was a good price for me.  And, I was very happy with the volume package for it.  It comes as pictured n a clear plastic bag that is air-tight sealed.  It is labeled as pictured.  If you are looking for a more grittier semolina, this is not like that.  As I mentioned, it is very, very fine.  I recommend this item and I give it 5 stars for the quality, volume, price and packaging.",Very good and very fine semolina flour. Very good price and volume.  Sealed air-tight packaging.,1456531200,4,,
79822,5,True,"08 6, 2016",A1BHJYY5BE2QQE,B000F0DW1Y,tina s,Love!,Five Stars,1470441600,,"{'Size:': ' 8 Ounce (Pack of 12)', 'Flavor:': ' Angel Hair'}",
985703,5,True,"12 7, 2017",A2JFTVY5EL0HFP,B01A6R1LQI,"Jake, not from State Farm",Always great,Five Stars,1512604800,,"{'Size:': ' 80 Count', 'Style:': ' Regular'}",
126810,5,False,"02 21, 2016",A2AC6GQ24S45GA,B000KK66VC,Patrick O,"I'm working on a healthier lifestyle while continuing onwards in a life that has far too many distractions. The flavor is great, the convenience of having 4 six packs in one box means I don't have to worry about getting more for a while. The taste is good, a pleasant vanilla.  It really fits the bill for me as a middle-aged guy trying to get more balance in every part of life.",a good start,1456012800,,,
1073449,5,True,"05 14, 2018",A2W919TVIZ7NEG,B0057QGIGC,patrick reznak,THE ITEM TASTES GREAT FOR BREAKFAST.,Five Stars,1526256000,,,
68200,4,True,"11 30, 2012",ARF6NZ2PH6MCB,B000EDK5LM,Amazon Customer,If you are reading reviews then you probably already know what this stuff is for. Is it better than the other brands? Don't know...BUT...it works for me and my receipe in my machine so as I am a novice baker it will be good for you too I hope.,A must for home bakers,1354233600,2,{'Size:': ' 22 Ounce (Pack of 4)'},
1037996,5,True,"02 2, 2018",A3UDN6N7O82DM5,B000UW1PAW,Green Pastures,"Super easy  to prepare.  Toss in dehydrated onions, a bay leaf then add cheese the last 25 seconds of microwaving and it is a nutritious meal.",Taste Great,1517529600,,,
926227,4,False,"05 12, 2016",A3VKXTVKZJ5549,B00WFDNKRU,Ross K.,"The crisp itself is delicious, only issue I had is that it arrived nearly 80% crushed.  I ate all the crumbs too!","The crisp itself is delicious, only issue I had ...",1463011200,,,
563854,4,True,"11 5, 2014",A2QGY5IM32MDWU,B006J0WNX2,John C S,Sweet with a hint of tart from the cranberry. Refreshing and best when cold. It's not terrible at room temp either. Wakes me up every morning.,Good morning,1415145600,,{'Style:': ' Raspberry Tea + Energy'},
348237,5,False,"05 5, 2016",AOQGBPFJ8CMKL,B001O1Q0NA,Tina M.,"I'm shocked!  I bought this salt thinking I was getting something good for me. (The lady at the store even said to me...""People like it in their baths."" Could she have been telling me something?  After filling all my salt shakers, I read the reviews.  Although some are good, I wonder....?!  Was I hoodwinked?  No salt in the Himalayas?  Is this just colored table salt?  Help!  (3 stars because...I'm not sure!)

I'm back to apologize!  I emailed The San Francisco Salt Co. to ask them what they thought of The Spice Lab's Himalayan Pink Salt, and the president himself (Lee Williamson) kindly replied:  ""The Spice Lab is a very professional company.""  He went on to say that he would not worry about this salt.  And, he was personally sure that the salt was what it said it was.  He even recommended trying some on a scoop of ice cream!  That was enough for me.  I will enjoy my pink salt without worrying about being ""hoodwinked""!  And, I'd like to put up 5 stars, if I can.",Was I Hoodwinked?!  NO!,1462406400,,{'Size:': ' 2 Pounds X-Fine'},
141372,5,True,"06 29, 2017",A13822B9NYSD37,B000MOGV0C,Kendra Marshall,"It's so nice to have a low carb option so that we can have pancakes sometimes. I think they taste great. My kids who only eat ""normal"" food, tried them and they liked these too.",It's so nice to have a low carb option so that we ...,1498694400,,{'Size:': ' 2 pack'},
1049584,1,True,"02 16, 2010",A392MGJ4TRSOKV,B001EQ4X8Y,R. Meadows,"I'm an old Iowa farm boy and know my beef. CORN-fed beef means tender (albeit fattier) beef.  This is ""grass fed"" as it says proudly on the package.  If you like chewing leather, get this.  Otherwise, look elsewhere.","""Grass fed"" equals tough beef",1266278400,,,
465692,5,True,"03 6, 2017",A8HDQAF8ELOXI,B004I05VDY,Bm1976,"Excellent product arrived on time, as well as a bargain buy. Can't go wrong. Will buy again.",Five Stars,1488758400,,,
24360,2,True,"01 2, 2017",A1V5S3P8R9NA8T,B0005ZHALM,Laura Star,"Eh. Still in the fridge. Good to add ""to"" homemade soups, but not so delicious as a standalone.  Good base.","Good to add ""to"" homemade soups",1483315200,2,{'Flavor:': ' Low Sodium Vegetable'},
768698,5,True,"03 19, 2014",A1DZEOQMBGZWD4,B00FZ5HSX2,buckeye15,"I love this coffee!  I don't usually order coffee online but after reading the reviews I thought I would give Jamaican Me Crazy a try.  So glad I did!!  Absolutely exceeded my expectations.  Packaging was great and arrived quickly even though it wasn't ""prime.""  I've already placed my second order...didn't want to take a chance of running out  :)",Love love love!,1395187200,,,
185477,5,True,"09 14, 2015",A211OFT4IKJAQT,B000X3TPHS,AL,We love these! I bring them with me in my purse for after appointments and things for the kids. Great flavors and this bag is huge! Plenty to share around or for a classroom.,We love these! I bring them with me in my ...,1442188800,,"{'Size:': ' 5 Pound', 'Flavor:': ' Lollipops'}",
647675,4,True,"02 5, 2015",AHOGD76H4I7QU,B00AZIAT4Y,Ezra Newman,a very good bread machine mix,bread mix,1423094400,,"{'Size:': ' 22 Ounce', 'Flavor:': ' Black Russian Gourmet Pumpernickel'}",
553556,3,True,"10 23, 2016",AWA4YWJOFMY32,B0063SKP7G,L. Gentry,Good product,Three Stars,1477180800,,,
812049,5,True,"05 16, 2016",AODOC4MT5IZCL,B00IVT3LVM,Hapiee,Good coffee,Reorder it all the time.,1463356800,,{'Flavor:': ' Kick It Decaf'},
1004281,5,True,"04 20, 2017",A2QUGSH41NGXWA,B01E60ROU8,Amber A,"I am a trail mix junkie and was intrigued to try this new brand.  It's a great price for the amount that you are getting, and I think that I've paid much more when buying comparable mixes at the big box stores.  This is delicious and you are left satisfied after eating the suggested serving size, at 1/4 of a cup.  I will definitely be purchasing this again.",Delicious and Satisfying Snack,1492646400,2,,
255650,2,True,"04 3, 2016",A29SWPKMDPP33D,B0011DRYWW,Karen Beth Martin,Just really didn't like this. Bland.,Not for everyone.,1459641600,,{'Size:': ' 24'},
541555,5,True,"05 18, 2014",AA5C47ISI0WMH,B005QC0HYG,NENE,"Love Reese's pieces.  This size is great for filling up candy dish then re-sealing the package. Umm, umm good; that's what Reece's Pieces are.",You got peanut butter on my chocolate!,1400371200,,{'Size:': ' 48 Ounce'},
969605,4,True,"08 15, 2016",A1HPI0NQJ2XLA0,B015Z87Z7M,CJ,"Hubby loves chili so this was a hit if a bit pricey.
Open, microwave & serve with crackers for a quick meal.",Quick snack,1471219200,,,
855950,5,True,"06 9, 2017",ANOU7K9ITJ0FZ,B00MI4ZJ0C,PSU,The best of all the El Yucateco sauces!,Five Stars,1496966400,,,
852584,2,False,"12 31, 2016",A23Q6TF23KQQEU,B00M4WCLFE,Anne,"Was expecting the Sumatran flavor I've experienced loved at Starbucks.  Though supposedly extra bold, it's barely more than medium roast mild in flavor.  Not great for someone who likes  bold well roasted coffee flavor.",Was expecting the Sumatran flavor I've experienced loved at Starbucks,1483142400,,,
699554,3,True,"10 27, 2015",A25X2V8I9I7L4O,B00CZ2KYRU,Nancy,I got the signature flavor it's strong and dark but I don't like the flavor. It only tastes good in lattes a lot of syrup. Also I think it may be more acidic than other dark coffees since it gave me a stomach ache on multiple occasions.,"Don't get the signature, bad flavor",1445904000,,"{'Size:': ' 2 Pounds', 'Flavor:': ' Signature Blend'}",
747921,5,True,"08 7, 2016",A1IEHDHGXGM0XM,B00EQB56U8,ritename,The seeds are ground enough to put into my protein shake every day. They are not rough when drinking like some other ground seeds. I will definitely order again!,They are not rough when drinking like some other ground seeds,1470528000,,"{'Size:': ' 02 LBS.', 'Flavor:': ' 5 Seed Meal'}",
157892,5,False,"08 25, 2016",A2M531SH3PV1Y7,B000R47WEG,Celia Rutherford,Great.,great,1472083200,,,
352199,5,True,"03 8, 2015",A18DDUOS9OEVU1,B001PB2ZVK,BB Health Products LLC,perfect! fast shipping! thanks!,Five Stars,1425772800,,,
171084,4,True,"08 8, 2015",A143M3VK4C3RTP,B000V1JVC6,Carolyn L.,A little too much salt otherwise good flavored meatloaf.,Four Stars,1438992000,,{'Flavor:': ' Meatloaf & Gravy with Mashed Potatoes'},
220049,4,True,"04 21, 2015",AOQG9RAWACRZE,B0015IS26U,A. Clow,"Good flavor, great price!",Sumatra Coffee,1429574400,,"{'Size:': ' 5 lb', 'Flavor:': ' Whole Bean'}",
775062,4,True,"07 4, 2015",ALW148ZHORPRM,B00GLP9QS0,MIMI,Good!,Four Stars,1435968000,,"{'Size:': ' 2.43 Ounce', 'Style:': ' Tropical Mango'}",
857933,5,True,"07 11, 2016",AT1H0JXUH3JDJ,B00MQ6F3AS,A. Adkins,"I was surprised at how well I liked this coffee. Hopefully, they will keep their costs where they are now and not raise them like so many other brands seem to have done.",Love this cup,1468195200,,"{'Size:': ' 80 Count', 'Flavor:': ' Donut Shop'}",
668016,5,True,"12 24, 2017",A3C3800FD33TER,B00BUKL666,Kevin Brevard,"Just as described and very fast shipping, thank you!!!",Five Stars,1514073600,,,
739287,5,True,"06 16, 2016",A1QIZK3B2DZKOO,B00EDHW7K2,Tom,"What a great deal. We ordered the Kona blend and it was good. It was stronger than I thought it would be. For those mornings when I need a strong cup, this is my go to.","Great deal, tasty coffee",1466035200,,"{'Size:': ' 100 Count', 'Flavor:': ' Kona Blend'}",
328893,5,True,"08 31, 2014",A2W509HJHPQWBI,B001GE8N4Y,Amazon Customer,This vanilla has great flavor and the price was decent.,Five Stars,1409443200,,{'Size:': ' 1-qt.'},
513871,2,True,"01 26, 2015",A16ZF6TCYWMIGT,B0059JU5FM,Chocoholic,I love these candies but the problem that I have found when I buy in bulk is that they tend to be stale. Unfortunately this batch that I received was stale as well. The only thing that selvages them a little bit is putting them in the refrigerator. Ultimately though I wouldn't suggest buying them in bulk and I will not do that again either. But this particular sugar-free candy is really delicious!,I love these candies but the problem that I have found ...,1422230400,6,{'Package Type:': ' Standard Packaging'},
83275,5,True,"04 9, 2015",A3BRYHZB1LUMOQ,B000F4DKAI,Mark,Delicious,Five Stars,1428537600,,,
34719,5,True,"04 18, 2017",A2G53LTEVEF56B,B0009F3QKW,Malinda xD,love the taste!,Five Stars,1492473600,,,
219389,5,False,"12 23, 2017",A3AT2F9F4VCC2K,B0015DGDR0,Fresno,Lots of fruity goodness and a good price when coupon is available.,Five Stars,1513987200,,,
556708,5,True,"12 9, 2016",A2X2SC85J7W99G,B0068ZWMFC,Mark W. Burke,Great product,Great product,1481241600,,"{'Size:': ' Extra Large', 'Flavor:': ' Colombian Peaks, Whole Bean'}",
661129,5,True,"01 8, 2017",APH9P39FDK5XE,B00BK87JDW,JP,great product,Five Stars,1483833600,,{'Flavor:': ' Black'},
714979,5,True,"04 21, 2017",A1XHGWXNZDNP27,B00DILCU92,Susie J.,Love these delcious,Protein bars,1492732800,,"{'Size:': ' 15 Bars', 'Flavor:': ' Maple Pumpkin Seeds with Sea Salt, Double Dark Chocolate Chunk, and Peanut Butter Dark Chocolate'}",
178413,5,True,"01 14, 2017",A2UAWNUKHPNXBJ,B000WI12PW,melanie zakoor,Ok,Five Stars,1484352000,,{'Package Quantity:': ' 2'},
784359,5,True,"06 15, 2017",AW5181L2BSFFG,B00H889MGK,Yvonne G. Monarez,"I love Chia seeds, this is the first time purchasing this brand. But totally satisfied!!  @THANKS VIVA NATURALS",Five Stars,1497484800,,{'Size:': ' 2 Pound'},
146224,3,True,"10 27, 2010",A4XB95O211M0X,B000NW9XNK,M R CAT,"Tastes just like coconut milk and curry powder with a few simple spices. One reviewer observed that the potatoes in this recipe closely resemble tator tots. She is absolutely right. It tastes pretty good if you like curried foods, but you can make it yourself very easily, cheaper and without having to order a case, and with real organic ingredients.
There is NOTHING on the package that says any of the ingredients are ""Organic"". I strongly dislike deceptive advertising and hope that this was not intentional.",Make it yourself,1288137600,3,,
232942,5,True,"06 4, 2015",A3Q2GI78ETZME5,B000WL39JQ,MAW,"Yep, its candy....",Five Stars,1433376000,,{'Size:': ' 30 Count'},
694633,5,True,"06 3, 2014",A38HJJGQ3QLK94,B00CPZPYLS,rona,bought this it came quickly and is good quality.  I may continue to buy my coconut oil on line as it is easy.,good product,1401753600,,{'Size:': ' 54 Ounce'},
1129320,5,True,"04 23, 2018",A3DK9OAENIT4A1,B00UM4Y0C8,Carol J. Rollins Kloetzly,Great flavor as always - a favorite!,You can never go wrong with McCafe!,1524441600,,,
838959,5,True,"12 20, 2017",A1CXG3M2LZ8L8T,B00KSN9TME,Perfection EasDeetah,The best flavor!,Five Stars,1513728000,,,
805531,5,True,"01 3, 2017",A1STOHTZ9BOA43,B00IDCFXG8,Lynn M.,Love the taste of coconut flour and it is good to use for low carb.,Five Stars,1483401600,,{'Size:': ' 4 Pound'},
633686,4,False,"11 28, 2015",AWZ2QJN5EJ87Z,B00A7K396K,Annie Oakley,"Excellent cup of coffee, but one less star because the cup itself isn't great. Leaked all over when I removed it from the keurig, rather then in my cup. Not sure why, but it's never happened in my previous 1000 cups.",Four Stars,1448668800,,"{'Size:': ' 48 Count', 'Flavor:': ' Dark Roast'}",
16525,3,False,"01 1, 2012",A368IPE6EW0GZL,B0001LO3FG,Mike Vande Ven Jr.,"I first discovered Rooibos tea while on safari in Africa. During the safari they would take a break and bust out some coffee and tea. On the first morning I tried the tea, and I was hooked. The flavor was fruity but not too sweet. Drinking it was very smooth, and a wonderful experience. I didn't drink any coffee the entire safari trip, just Rooibos tea (and I love coffee).

So I'm on a quest to find that taste once again. After trying another brand, which had some additives I didn't like, I searched for pure Rooibos tea. I thought I found it in this product, but turn out it's still not quite there. This tea is definitely pure Rooibos, but it's not wrong enough. It's like a watered down version of what I had in Africa. If I use two bags per cup, then it's closer, but still not great.

My quest continues to find the perfect Rooibos tea.","Pure rooibos, but very weak taste",1325376000,5,"{'Size:': ' 20 Count (Pack of 6)', 'Flavor:': ' Pure Rooibos'}",
1048113,5,False,"09 5, 2015",A28XGMO5DCJTED,B001EO5Q32,22TWAINS,"Having moved away from the Northwest, I had never been happy with scones from my new surroundings.  With the first batch of Fisher's Scone mix, all the great taste memories came back. I am no baker! But, these are easy (really easy). Its quick (15 min from box to mouth). Its SO GOOD! To an earlier comment, the box of the Original Fair Scone mix is still 18 oz and you get 12 nice sized scones.  The ""variety mixes,"" like this Cranberry Orange mix, come in a smaller size. So, what if they are smaller.  You have permission to eat more than one (and you will)!
If you have never tried them, try both the original and the cranberry. You will discover a new treat. If you have not had them in a long time, the memories will all come back.",Scones - as good as you remember them,1441411200,,,
1055362,5,True,"08 12, 2017",AKACGHPVILE9R,B001VNKWO4,StressFreeLiving,"We wanted organic mustard will all organic ingredients in a glass jar. Very difficult to find. So we found out that mustard is easy to make. 1 cup mustard seed soaked in 1 cup of Apple cider vinegar, 1 tsp sea salt, and 1 tsp of succanat mix all and soak in a glass container for a minimum of 24 hours then puree in a food processor and voila the best simple mustard you will probably ever taste.

These seeds looked good and made a tasty mustard by those who appreciate good mustard. Add organic raw honey and you may be in mustard heaven.",Homemade Mustard,1502496000,2,,
1042155,5,True,"12 31, 2016",A27WNI2MMWNBSV,B0012QDZBM,"curtis l hillman, sr",HAPPY,Five Stars,1483142400,,,
386063,1,False,"11 3, 2010",AJXNTVVD1M568,B002AQP5MK,Jennifer Villmer,"Just like some of the other posts, its made me and my 3 yr old daughter very sick. I cant handle small amounts of gluten. Were 100% gluten free. We ate these for our bedtime snack and both of us felt so bad in the morning we went back to bed and slept 2 1/2 hours and had all the other symptoms of eating a large amount of gluten! the chocolate cake from Betty CRocker did the same thing!
General mills cereals that says GF do the same thing to us! Beware! Make your brownies from scratch!",Made me very sick!!!NOT Gluten free,1288742400,22,,
985128,4,True,"07 20, 2016",A1209WSN6HYLWG,B01A189OMK,The Eel,"These hazelnuts are great for the price.  The only problem I ran into was the dryness I got when I blended them to make hazelnut butter.  Instead of forming a butter, it became more of a powder.  The hazelnuts themselves are a quality product.",Great Value but Dry Consistency,1468972800,2,,
934807,5,True,"03 19, 2017",A801586CFIHWE,B00XEW6PSC,Walker,I was un able to locate Filberts/hazelnuts in any of the food stores around.  I was impressed with how fresh and flavorful these are.,Yum,1489881600,,{'Size:': ' 1 Lb'},
478338,5,True,"01 3, 2013",A1AWL9JASMG904,B004OLKF60,C. Gafton,"This is easily the best K Cup available to the Keurig owners. Yes, there is a premium for the brand, but you also do get a fuller K Cup. Weighing this k cup against any other extra bold K cup I have shows that the Barista Prima K cup ends up being a 1.2oz heavier after brewing. This K Cup does include more coffee and the result is a much stronger, bolder cup of joe. The flavor is great, and it is one of the very few very dark roast coffees that has absolutely no bitterness to it. A true delight well worth the premium. If you are a fan of bold and strong coffee then this will get you addicted.",Best K Cup from a lot of others I have tried,1357171200,4,"{'Size:': ' 96- Count', 'Flavor:': ' Dark Roast Extra Bold'}",
425803,5,True,"07 7, 2016",A3P7CH0K60PSLA,B003QAHH5W,Jimbo89,great stuff,Five Stars,1467849600,,,
1011297,5,True,"01 16, 2016",A2IAHYOMZIW378,B01FIEC9T2,JoJo,"Chia is amazing to lower the blood cholesterol and provides great between meals energy. Natural and organic, this company and its product are at the top of the A-list!! Great price, great delivery schedules! Thank you!",Chia is amazing to lower the blood cholesterol and provides great between ...,1452902400,2,,
382152,2,True,"10 8, 2014",AJ6LAZ57SRKR,B0029JW96I,April H,This was too greasy.,Two Stars,1412726400,,"{'Size:': ' 16-Ounce Sticks (Pack of 3)', 'Flavor:': ' Old World'}",
499728,1,False,"11 28, 2012",A4IL0CLL27Q33,B0050PLR98,D. Brennan,"Nespresso makes GREAT coffee and GREAT machines. I switched over to a Nespresso machine 7 years ago and have never looked back. I save a small fortune every year by making my lattes at home.

That being said, the Nespresso capsule offers posted here are from a third party who is putting a large additional margin on their price.

You can order the same products online from Nespresso for approx $0.55 each (half the price here).",Buyer beware - pricing out of line,1354060800,21,,
1084614,5,True,"06 4, 2018",A1KLQJOZ6ISUE5,B007TDDLG6,Gregory Sirakides,Excellent taste.  Large tube - very good value.  Certainly hot enough.  I like hot!,Excellent taste. Large tube - very good value,1528070400,,,
86938,5,True,"07 17, 2014",ATHNM9SW89UH6,B000FA7Q2A,Alex,"my family loves bernaise sauce on potatoes, steaks, salmon, everything .. this was a great deal and Knorr's has not let me down , the boys love it !",yummy on just about everything !,1405555200,,"{'Size:': ' Pack of 12', 'Flavor:': ' Bearnaise Sauce Mix'}",
476029,5,True,"02 14, 2016",A15YJHJXI705CW,B004N5FR06,Jessica Shelpman,Got this as a gift for my husband for Christmas; he loved it and laughed!,Funny gift,1455408000,,{'Flavor:': ' Original'},
425310,4,True,"07 15, 2014",A2Y4GT7I0ZPGO5,B003Q4TVK2,momicelh,"I like the original flavor better. This isn't bad though. Can't find this flavor for a reasonable price locally, and buying it subscribe & save is even better.",Pretty Good - Hard to Find,1405382400,2,{'Flavor:': ' Vanilla'},
13738,5,True,"06 3, 2016",A10RHYA8B2K9QT,B0001LO3FG,Ryan E.,"Very tasty and pleasant tea that I've not seen in stores before.  The flavors were exactly as described on the box (apple, chamomile, cinnamon, cardamom, and clove).  Also not necessary to only drink in the winter!",Tasty,1464912000,,,
251486,5,True,"12 27, 2014",A2DTWRTAB3TU34,B0010VSBPO,J. M. Stephens,Yummy,Five Stars,1419638400,,,
1086725,4,True,"05 18, 2017",A2XYBLB8EBDN2C,B008Z99U68,kindle lover,OK but wish you would carry the ORIGNAL,Four Stars,1495065600,,,
1089167,3,True,"10 14, 2017",A2JQ8QDXSRI5NV,B009ZJ08C2,jane spencer,A very rich dark chocolate. I guess I like a little less heaviness.,I guess I like a little less heaviness,1507939200,,,
370265,5,True,"05 3, 2013",A3R9B04L2NL3SI,B0025UCI0I,Dr. E. Carter,"Love this spaghetti. It needs to cook a little longer than the not-wholegrain, but not much longer so it doesn't mess up meal time. It has more flavor than not-wholegrain.",Great Spaghetti,1367539200,,,
113849,5,True,"11 8, 2015",A2F6IW0JGNAU7Y,B000HDJZWO,a thought above,"I eat paleo, and these are my guilty pleasure! With only 3 ingredients, they're easy to love. My husband loves expensive chocolate and claims these are every bit as good.",Perfect!,1446940800,,"{'Size:': ' 5 Pound', 'Flavor:': ' Semi-Sweet Mega Chunks'}",
922987,4,False,"02 10, 2016",AX8OVRMMVWB8Y,B00W2XFZJO,Jim D,"+ Great dark chocolate taste, great texture and crunch, good for those on diabetic, restrictive, or allergy diets
-  A bit high in saturated fat, might not work for your allergy comfort level (made on shared equipment)

I've been eating dark chocolate for years, ranging from semi-dark to 70% cacao varieties.  With these having no sugar, I was a little concerned as I usually end up catching a wicked aftertaste from alternate sweeteners such as stevia and Splenda.  Also, I've had a few unpleasant experiences with the texture of gluten-free products.  These TRU Chocolate dark chocolate pretzel balls are great, though.  They have the usual bitter/sour-ish flavor that I expect from a dark chocolate, and the pretzel center has a wonderfully crunchy texture.  If you're on a sugar-restrictive diet, but are craving some dark chocolate goodness, these are well worth trying.  If you are on a low-fat diet, these might not be for you, as they have a somewhat high level of saturated fat.  Also, these are listed as dairy and nut free, but are labeled as being produced on equipment possibly shared with these and other allergens.  With no information given as to their cleaning/separating processes, keep your particular allergen sensitivity and comfort level in mind when trying this snack.  All told, I think these are a great snack option.

I received a discount on this snack, offering me the opportunity to try it out and to share my honest opinion with you.",Great dark chocolate taste for those with restrictive diets,1455062400,,,"['https://images-na.ssl-images-amazon.com/images/I/71fH-obAh1L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81e+DaPUhyL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81CqX73VTSL._SY88.jpg']"
402146,5,True,"12 1, 2015",ASMGQ9OLFACF7,B002SWB73C,gwskriv,These packets are easy to use and the beverage is very tasty.  A full packet is kind of strong so I've been using about half a pack and still have pleasant flavor.,Tasty treat,1448928000,,{'Size:': ' 30 Pack Bag - 2 pack'},
789670,5,True,"01 7, 2016",A1DIKYUHOLY780,B00HKOCF02,Amazon Customer,Great taste and the bag is huge.,Five Stars,1452124800,,"{'Size:': ' 4 Pounds', 'Flavor:': ' Conventional'}",
261481,5,True,"01 9, 2016",AGNMRGNXF8X6E,B001395Q2E,Jarena,Delicious,Five Stars,1452297600,,{'Flavor:': ' Red Mango'},
141909,2,True,"07 19, 2015",A3AZEO0EPN39D4,B000MUK2Q0,harleywoman73,Bars are good but so so small.,Small bars,1437264000,,,
533180,5,True,"05 1, 2015",A328LIWIOENRR2,B005K4Q1T0,Sherri Jones,good,Five Stars,1430438400,,"{'Size:': ' 24 Count', 'Flavor:': ' Milk Chocolate'}",
351686,5,True,"11 19, 2015",A1BIGMHGGWSCXY,B001P738IS,Chenny Me,"This is the smaller bags, it's like half of a full size bad. It's perfect for snack portioning. They take less than a minute and a half to fully pop. There's hardly any kernels left in the bag, sometimes just 1 or 2, so you get a fully popped bag. As for flavor, it needs more butter and salt. The butter flavor is too light for my taste, but may be good for others. The popcorn fresh and crunchy! I just wished it had a little more butter. However, these are great snacking, perfect for one person. They pop so quickly you can pop them during a commercial and still get back to your show on time.",Great for snacking,1447891200,,,
184683,1,True,"04 25, 2014",A3PE1N4QQXR33D,B000WY96Q8,Samantha,"I guess it comes down to personal preference, but when it comes to this icing, I do NOT like the taste of this stuff.  Maybe it has to do with all the chemicals listed in the ingredients.  Here is the ingredient list, you ready?  'artificial coloring, citric acid, cornstarch, corn syrup, cottonseed oil, glucono delta lactone, mono and digyclerides, natural and artificial flavors, polysorbate 60, potassium sorbate, salt, soybean lecithin, sugar, titanium dioxide, vegetable oil, water and wheat starch'.  Yeah, GROSS.  It spreads well and pipes well, but I'm all about TASTE and not so many chemicals!  This is not for me.",Check Out the Ingredients - This Stuff is GROSS,1398384000,9,{'Package Quantity:': ' 1'},
537130,5,True,"10 17, 2017",A39TJE6PW8333J,B005MGFL0G,Rita,My favorite will order again.,Five Stars,1508198400,,{'Size:': ' 58 Ounce'},
408650,5,True,"06 15, 2011",A2ZMMQ4W17EK2N,B00346J90Y,Kendra,I love these hot fries they are basically the same price you would purchase these in the grocery store for. Just 3 cents higher.. no reason to complain there. Also these do not expire until Dec/12/2011 more than enough time for my family and I to eat them. I love these!,Very Delicious,1308096000,,,
255409,1,True,"01 13, 2014",AM78WFHEBDBGM,B0011BNDO2,Headless,"First of all, it's decent popcorn..thankfully, Wegmans has it for about half the price as found here.  This popcorn doesn't pop as well as other premium brands.  I will say that the taste is quite good and it is rather healthy.  However, it's great that local stores have it because things on Amazon are getting to be quite pricey!",It's just okay...,1389571200,,,
818246,5,True,"01 3, 2018",A9P8JLT474FJ2,B00JD8XGYM,Tiffany,Great price and shown is the expiration date for packages received - mix this w heavy whipping cream for a Keto friendly treat!,Keto approved,1514937600,,,['https://images-na.ssl-images-amazon.com/images/I/618VBE0wHpL._SY88.jpg']
154175,5,False,"09 13, 2016",A2RV3RVL9DPISK,B000PILF24,Vaughanie,I love prince of peace teas,great company,1473724800,,{'Size:': ' 100'},
800178,5,True,"07 7, 2015",A3BUHOBSTI1ZEI,B00I4VQWGS,Amazon&#039;s Ralph Nader,"This coffee is amazing.  My spouse does not even like decaf coffee and still enjoyed this drink!  It is smooth and bold with a nice flavor.  The beans are shiny and roasted just right.  It smells wonderful. I like the idea of not using all of those chemicals to create a decaf coffee.  Also, it's nice to buy fair trade products.",Now That's One Great Cup of Joe!,1436227200,,{'Size:': ' 12 Oz. Bags (Ground)'},
847493,1,True,"06 6, 2016",A32XHRWIW3DOWW,B00LLQ1KCE,Laurie W,My son brought some of these from a trip he went on.  I found them here and was excited to get them.  Sadly half the bad was just pretzel crumbs. $20 for mostly pretzels!  Never again!,Great snack but not a good value for just pretzels!,1465171200,,{'Size:': ' 24 Ounce'},
966648,5,True,"12 28, 2016",AU1NDAWLSWRXW,B0158WOIZ2,Annie,"These are the best walnuts I have purchased on Amazon. They are very fresh and have a wonderful taste. I put them in my oatmeal regularly and have them other ways. I will purchase these again. I was hoping for organic nuts in my search, found these and find them just as tasty if not tastier than some I have had over the years.",Nuts About These!,1482883200,,{'Size:': ' 3 Lb'},
