,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
401857,5,7,True,"06 22, 2016",A230NGFXGZ8RKS,B000HHNZVW,Amazon Customer,Thank you to the reviewer who recommended this for body odor.  You could smell my son from across the room-even after a shower.  Now he can hug me and he just smells good!,My teenage son no longer stinks!,1466553600,{'Size:': ' 1 gallon'},
1770031,2,,True,"06 18, 2018",A11W3HQ6170YF9,B0114BNXQ6,K~ S,"will continue buying from Costco. Better brand, HUGE bones and you get 15 pounds for $9.00",not worth it,1529280000,"{'Size:': ' 7 Pound', 'Flavor Name:': ' Flavor Snacks'}",
1385557,5,,True,"08 19, 2015",A3ISOUDI6U2ZMH,B00CY06W4W,Davida E. Williams,Great product!,Five Stars,1439942400,,
1405689,5,,True,"11 27, 2016",A1MZQH9TE6HB5O,B00DT2WL26,jsglowin,"At first, I thought it was broken or defective--the bottom ball kept falling out of the track but, with a little pressure, it snapped into place and is fine. My shyest cat surprised me with her enjoyment of this toy--she'll lie beside it and bat at whichever of the three levels she can reach, but she's obviously having a good time.  I wake up in the middle of the night hearing the balls running around the track. Nice to know they like it!",3-Tier Winner,1480204800,{'Color:': ' Orange'},
1148062,5,,True,"01 25, 2017",AIZ6CB3JCSU2G,B005OB3E30,Rossy,good item cats love it,Five Stars,1485302400,"{'Size:': ' (24) 3 oz. Cans', 'Flavor Name:': ' Gravy Lovers Poultry & Beef'}",
740008,5,,True,"04 12, 2016",A11ZP7UT9IRLHK,B0017JE6B2,Amazon Customer,It's great. Keeps our cat food dry and safe :),Five Stars,1460419200,{'Size:': ' 25-lb capacity'},
1482931,5,4,False,"05 17, 2014",A3R9X003XW0LNR,B00HUZX7YO,Deborah V,"I generally use the clay litter rather than the clumping, but decided to try this out and see if my cats liked it. My last group of cats were elderly with kidney disease and peed a lot. I mean a lot. I tried a clumping litter at that point and the amount of urine just made it into one clay mass. My two cats now are healthy and this works great. After reading other reviews about the messiness of the light weight litter, I put down a rubber mat and a rug in the room where the cats go and have had no problem with the litter sticking to their feet and entering the general living area. Don't know if I'm lucky or the rubber mat and rug are working.

The litter scoops well and the cats don't mind it.",Works and that is what counts,1400284800,"{'Size:': ' (2) 8.5 lb. Jugs', 'Style:': ' 24/7 Performance'}",
869671,1,,True,"03 24, 2015",A1OSQ1KE0J092H,B001VIWHGA,KrisB,"This food & THE REGULAR ONE let to the death of my dear older cat Mushka (15 year old female)
After scarfing down the delicious food she THREW UP VIOLANTLY THE NEXT DAY.
Then diarrhea, THEN she wouldn't drink water or anything, THEN she wouldn't eat.
I stopped that food but she wouldn't eath anythning else or drink water.
After 2-3 days of not drinking and not eating anything the vet tried sub-cutaneous water treatment,
but this loving old friend died of dehydration and starvation! all because I switched to this new,
supposedly wonderful cat food.  My second 8 year old female cat, who also scarfed down this
new delicious food is also fighting through the same issues - VOMITING, NOT DRINKING WATER, NOT EATING!
and right DIARRHEA!.  I am praying she will be able to bounce back and get well as losing my two
friends because of this switch to a new food (my old cat food was discontinued) is a horror to live
through and very distressing.  DO NOT BY THIS FOOD

DO NOT USE THIS CATFOOD -  THE CORN GLUTEN IS POISON!","IF YOU LOVE YOUR CAT-DO NOT GET THIS ""FOOD""",1427155200,"{'Size:': ' 16 lbs.', 'Flavor Name:': ' Chicken - Weight Control', 'Package Type:': ' Standard Packaging'}",
2000427,2,,True,"06 16, 2018",A3G0GZODV51H1E,B004A7X268,Ray Davies,"This is a decent product. It seems durable, for what it is, and I would have rated it 4 or 5 stars had it not been for the following issue:
It does NOT fly like a plastic frisbee (as noted in the product description and in some other reviews). If you are throwing it to your dog it is probably great, but my dog runs long routes and catches passes. The ""float"" you get from this thing is slightly better than a ball.",Not exactly a frisbee,1529107200,"{'Size:': ' Large', 'Color:': ' Tangerine'}",
565769,5,,True,"08 25, 2017",A13L6510J60W31,B0012KB47A,Vivian Adkins,Seems to be a favorite for my cat if only given every 3rd or 4th day of a week,Seems to be a favorite for my cat if only given every 3rd or ...,1503619200,,
869130,5,10,True,"01 22, 2014",A1JMSCTRI7WS9S,B001VIYBHI,Julie A. Murphy,I tried these out while I was visiting my daughter in Wisconsin. My dog has food allergies and this is the first treat that she has been able to eat in addition to her $94 a bag prescription dog food. This organic treat is her favorite out of all treats she has tried and she can have these as long as they work!,Dog loves them,1390348800,,
1754331,5,,True,"03 20, 2017",A2XN7KRYWKD024,B00ZDCLA0E,Amazon Customer,GOOD,Five Stars,1489968000,{'Size:': ' 125g/All Sizes'},
1880950,5,,True,"12 21, 2017",AKEZCQZ4P5NBO,B01BSXEON6,Diana L Barke,"My dog absolutely loves these. Pure excitement and joy, when it is ""chewey"" time at night. Plus, they work for keeping her teeth clean.","Happy dog, happy teeth!",1513814400,{'Size:': ' 108 Treats'},
1795352,5,,True,"08 22, 2014",A2UH11YKVNDVQO,B0149IWZU6,Colella F.,Best price for the battery and quantity,Best price for the battery and quantity,1408665600,,
1092436,3,,True,"07 3, 2013",AV11SS75SKCXP,B0052SP8JS,jessica strati,My dog will play with this toy for only a little bit sometimes. I wouldn't recommend this toy to no one.,It's alright.,1372809600,"{'Size:': ' Wolf/Medium', 'Package Type:': ' Standard Packaging'}",
2073935,5,,True,"08 14, 2018",AAHMXN1OPR20J,B00YJKZAOS,MelissaJean,"Love this!!! She's ready to cheer on the Pack this season :) For reference she's about a 22 pound Boston Terrier, very long and leggy, and the medium fits her perfectly. Side note, putting the hood on her provides ENDLESS entertainment, very pleased with thos purchase.",Buy it now!,1534204800,"{'Size:': ' Medium', 'Style:': ' Green Bay Packers'}",['https://images-na.ssl-images-amazon.com/images/I/71lq7zLTt8L._SY88.jpg']
37634,5,,True,"02 25, 2015",AJPF03SHHJLSN,B000255MZG,Daniel S.,Highly recommend this product to anyone involved in aquatics. It's one of those things you should always have on hand.,Great Product!!!,1424822400,"{'Size:': ' 16-Ounce', 'Style:': ' Freshwater'}",
1542084,5,,True,"02 26, 2018",A3NCJBJH1PW7SH,B00K71LDEO,Stephanie Gates,"So cute and my dog loves them.
I bought a size Large and it fit her perfect with a little room for her to move her weigh is about 19 lbs. I would definitely buy this again.",So precious!!!,1519603200,"{'Size:': ' Large (Chest18"" Back14"")'}",
1795039,1,,True,"09 29, 2016",A2P0B96M9ILFV,B0148O9MJS,DEBORAH MORIARTY,My dog is a picky eater and would not eat these. Looking for a non-chemical flea controller.,One Star,1475107200,{'Size:': ' 60 Soft Chews'},
645250,2,,True,"03 29, 2018",A3R7WAALYMTPWO,B000WFLT44,wolfie,"More my dogs won't eat it.  It could be a good product otherwise,...but not for my dogs.",Mimi says No,1522281600,"{'Flavor Name:': ' Easy to Digest Lamb, Rice & Barley Recipe'}",
621722,5,,True,"12 31, 2013",A1MQYT5YEY1VHA,B0017JJWSY,pafarmer,My daughter uses this to walk her 8 month old Golden Doodle puppy. It really helps stop him from pulling.  The puppy tolerates the nose band fairly well.  The only problem is that it is a bit awkward to put on but it gets easier with practice.,great product.,1388448000,{'Size:': ' Medium'},
1653104,5,,True,"07 26, 2016",ADAJHSHX8ONKZ,B00QHC02EY,Diana Clark,"Great engineering for people who don't want dog hair anywhere in the car! Keeps hair off the back seat floor and helps keep the dog in the back, which is much safer for everyone involved. Handy pockets for water bowl and bottle. Well made and good looking; I highly recommend this well-designed, easy to use product. Your dog will probably like it too.",Great engineering for people who don't want dog hair anywhere ...,1469491200,{'Style:': ' Hammock'},
1920991,5,,False,"02 7, 2018",A306MO5JQ5USRM,B01EZ7UOCM,opks,"This is the best dematting tool I have used in twenty years!!! The variable comb tooth count on either side of the tool allows for quick and painless removal of matted fur and then, with a flip of the wrist, removal of undercoat. I really love this grooming tool. I have always worried about injuring my dogs with conventional straight dematting combs, but the curve of these teeth virtually eliminate this possibility. My dogs seem to love the feel of the rake - they stand in line for their turns!!! After having actually used this tool, I would have happily paid three or four times its listed price. It is just that fantastic!!!",BEST RAKE EVER!!!,1517961600,,
582074,4,,True,"10 12, 2016",AVRK3H9I8AL0V,B0013MVJPY,Janice Cuevas,"This is an excellent harness for our Yorkies. In the past I have purchased at our local pet boutique, but saw Amazon Prime sold the same harness for much less. Our 14 lb Yorkie has been wearing this same harness in small for years and just now has gotten too tight. The harness still looks brand new. I re-measured and according to her 10.5"" neck and 18.5' chest, the medium should fit, BUT no way. The neck was snug, but would have worked, but the chest strap wasn't even close to fastening. I am confused with the sizing and that is my ONLY complaint. I just re-ordered the large and hopefully it will be perfect, otherwise, guess I need to purchase Puppia products with my dog to make sure the size is correct.",Size chart was not accurate,1476230400,,
1142969,4,,True,"07 3, 2014",AAIGQYAH5WNSU,B005LVJM4I,Kathyp,Received the Fountain earlier than expected and loved it but was a problem with the pump which they are in the processed of replacing the whole Fountain so I would recommend it to others as my son a one and has had no problems so expect them to resolve my problem and it will be back at my home in a couple days and order was placed before they received the one I had .  I am very pleased with the company and would order again.  It is very pretty to look at and sounds like a water fall.  I found that kittens adapt well at first but older cats have to be worked with as some are very suspicious.  I love it.,Pioneer Pet Raindrop Ceramic Drinking Fountain for Pets,1404345600,{'Color:': ' White'},
1813369,5,,True,"08 6, 2017",A2XJGAJ9GIEHNX,B015W17OSW,Amazon Customer,I was not prepared for what i saw.  I thought my carpet was clean.  This light works so well it shows every spill.,Works too good.,1501977600,,
2068656,2,,False,"03 12, 2016",A1RI676ZCGXUWF,B00U9O3EI2,Jennifer D.,"I was excited this was a little cheaper than the other bags of CareFresh and decided to try it, but I was very disappointed. I use Critter Care paper bedding and the odor control lasts the full 7 days. With this bedding, I was noticing smell within a few days! I wouldn't recommend this for guinea pigs (I have 2 in a Midwest Cage).",I Don't Recommend for Guinea Pigs - Odor Control Not Enough,1457740800,,
982252,4,,True,"02 21, 2016",AR8VONBX9GHC3,B003PRI6OC,Just Another Person,"Just used it so haven't had so much time to test, but after a night's sleep I haven't had any fleas bite me.

The only negatives for me is that it shipped just the bottle to me without the spritzer top but I contacted Amazon and they shipped a replacement for me two days later.

This also strongly smells like what Walmart and Michaels smells like during the holidays - for some that's a plus, but I hang-dry my blankets, pillows, and covers outside so it smells like......sky and I prefer that much much more.",Smells Like Holidays,1456012800,{'Size:': ' 32 oz'},
1631252,3,,False,"03 25, 2018",A34HYE0XIY0S2P,B00OV5K1MM,"Dean H. Branson, Jr.",These are expensive but buying them like this is a bit less so.,Three Stars,1521936000,{'Size:': ' 3-Pack'},
1164765,1,,True,"02 2, 2017",A2IFAYKK75TZDT,B005YRTZWS,just_a_farmer_of_memes,"Dont' waste your time! Buy this instead:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Durable-Corporation-Heavy-Duty-Rubber-Fingertip-Entrance-Mat-for-Outdoor-Areas/dp/B010XAWC2U/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Durable Corporation Heavy Duty Rubber Fingertip Entrance Mat, for Outdoor Areas</a>! You might not love walking on it, but the litter falls in, and there's room for more to fall in.

With the PetFusion mat, it doesn't really stick. Some does, but it also rolls off. Fluffy rugs work better than this. The other thing you want in a rug for litter, is the ability to quickly step on it and wipe the litter off of your feet. This mat will make all of the litter stick to your feet. But the rug above lets you just rub and it all falls off your feet. Petfusion is great if you've never had a mat before, but we've wasted so much moneth and the Rubber mat with the tips is WONDERFUL!!",Stick to the Rubber Fingertip Entrance Mat instead!!,1485993600,{'Color:': ' Sage Twist'},
1163867,4,,True,"05 23, 2015",A15WQP9OLE60ZY,B005XDCM8W,Robert Smith,My clowns love this food.,yummy,1432339200,"{'Size:': ' Large', 'Style:': ' Bottom Feeder (sinking)'}",
1043758,4,2,True,"01 5, 2013",A3V8DDNLHFFPYS,B004IN7C88,R. Yetter,"I've never tried it myself so I'm not sure I'm entirely qualified to rate it, but it is the only thing that both of our cats will reliably eat.  Normally we feed them wet food which has about a 20% success rate despite trying various flavors and brands.  We were told by the vet a while back that you shouldn't feed them dry food too often so we only use if it at night if they have not particularly liked the wet food in a day or two so they don't wake us up or if we're going away for a few days as it's convenient to be able to leave it out for them and they're content with that arrangement.  But, for what it's worth, our cats really do seem to like it.",How does one really rate cat food?,1357344000,{'Size:': ' 7 lb. Bag'},
896501,4,,True,"03 26, 2013",AZFJFCPHA946E,B00283OXKK,limacamp,Always forgetting cat treats at the market I have come to realize this is the best way not to forget. My cat loves me more now.,cat loves me,1364256000,{'Flavor Name:': ' Salmon'},
205321,3,,True,"05 18, 2015",A1F8ORGCYM6Q0I,B0002I0O5G,Lizzie Mae,Good quality but my dog got bored of it quickly even though she usually loves squeaky toys.,Three Stars,1431907200,"{'Size:': ' X-Large', 'Style:': ' Squirrel'}",
1786254,5,,False,"09 29, 2015",A35OQ90FU3P52,B013I5PHNS,Pugwump,"This is a great quality hoodie. It's warm and soft inside. It's well made and easy to put on. It has snaps down the front to make it easier to take off and put on.

I will note that the XL was too small for my dog. he is a 23-pound Pug. It fits my cat who is about 12 pounds, but my cat is REALLY not OK with wearing it. :) Please remember to MEASURE your dog to be sure the sizes will fit! I did measure my dog but because he has such a wide chest, the arms were too far apart to fit.  I can't imagine a medium or big dog would fit in this, and barrel-chested smaller breeds like pugs or frenchies or bulldogs are probably harder to fit. The hoodie is mailed from China, so if you have to do a return, it will take a few weeks to get it sorted out.

I let the seller know about the fit issue and it was taken care of promptly and politely. This is a good product and a good seller; just be SURE you MEASURE!!

I received this for a discount in exchange for my honest review.",This is a great quality hoodie,1443484800,"{'Size:': ' X-Large', 'Color:': ' Red'}",
1711758,1,3,True,"08 16, 2016",A26NQF2TE9EB91,B00VIXRB6O,RhodaRhoda,Cat knocked it over multiple times.  Would spill food when knocked over.  Very light weight.,Not for cat who wants food all the time,1471305600,{'Style:': ' Healthy Pet Simply Feed'},
2069797,5,,True,"01 16, 2017",A2PPOMGLEBCTM5,B00V4VARUW,farcow,Lots of good fine bubbles. Once covered in gravel it made the bubble bigger but still super happy with the results.,Great buy,1484524800,,
449036,3,,True,"04 2, 2016",AV9ZRHGMJC1T9,B000MD57OO,DrR,"My miniature poodle can now reach the bed!! Love them, but the piece on the side broke after a few months so I had to run to Lowe's and make shift something to keep them together.","Love them, but the piece on the side broke ...",1459555200,,
1922851,5,,True,"06 20, 2016",A1BEH63VAK6OBF,B01F4FYWN6,ldw,"My dogs really like this ball. It's sturdy, yet soft. It's easy for them to make it squeak, so they can tease the other.",My dogs really like this ball,1466380800,{'Size:': ' 1-Pack'},
303084,5,,True,"10 13, 2017",A1OSHIB9YJX07J,B0009XHG1E,M. E. Anderson,"My fish like, too.",Shipped right away.,1507852800,,
1964903,3,,True,"05 9, 2018",AND69PUBPJJ2U,B000AY3DVE,R. Cordle,Made it two days so far.....can't complain.  Dog loves to chase it.,Lasting longer than others,1525824000,,
1780424,5,,True,"04 18, 2016",A3ATFEIBSEJ3BP,B012JEBHEW,Ladybug,The arrived healthy and are thriving.  Leave an inch or so at the top of your aquarium so they won't crawl out. They are growing and cleaning up quite well.,Very nice and fun to watch.,1460937600,,
1630130,5,,True,"11 16, 2016",A10HCRG695B70O,B00OTQDAXK,Guspuppy,These bags are really thick and large enough for me to pick up after several dogs. (I pick up the poop and then pick up the previous bag so it's all in one instead of trying to carry multiple bags around on walks.) I recently found a roll of my previous bags in a coat pocket from last year and was surprised at how flimsy they were. A+ for these!,These bags are really thick and large enough for me ...,1479254400,{'Color:': ' Black'},
1851741,5,,True,"01 29, 2018",ADUU1CX8LN2,B019G5ZXLA,Jenn,Good quality and price,Perfect for our mini poodle,1517184000,"{'Size:': ' 3/8"" x 10-12"" (XSmall)', 'Color:': ' TAN'}",
1077455,5,,True,"01 7, 2014",A1LGMWN3578SPJ,B004Y8TWQM,Catherine T.,"One of our dogs was having problems with his digestion system. We it narrowed down to a sensitivity to grain products and switched our canned dog food to Organix. He still has issues on the rare occasion but it has really helped over all. Pricey but worth it, and still much less expensive than the big box pet stores.",Well worth the price,1389052800,{'Flavor:': ' Organic Turkey & Vegetable'},
1263024,3,,True,"11 15, 2016",A3CHDYI6EHGD0X,B008SBE0SG,yvonne quintana,"It's ok, falls apart easily if you pick it up. only had it two day",falls apart easily if you pick it up,1479168000,"{'Package Type:': ' Standard Packaging', 'Style:': ' Ying and Yang Design'}",
38300,5,4,True,"08 25, 2017",A27CB0VWYY7KH1,B000255R5G,Airbecca8,"After noticing my betta was acting sluggish, even after regular water changes, I decided to try this Alert to really get a read on whether I was keeping ammonia out of my tank.  What an eye-opener!  The ammonia levels were a little random and would sometimes spike and begin turning the sensor a light green even after only a day.  This sensor has helped me always know when to do water changes beyond my scheduled maintenance so my little betta stays happy.  Since getting this sensor several weeks ago, I've noticed a marked improvement in his behavior.  He is constantly active, building bubble nests, and generally showing some attitude.  This has given me peace of mind and helped me provide better maintenance for my betta when he needs it.  It is also only 1.5"" x 3"" so it is not obtrusive and it is easy to install.  One note, just make sure you aren't reading it from behind; it stays yellow there longer and doesn't show the shift in color as easily.  Therefore, I recommend you stick it on the side of the tank where you can read it head on and catch the color change early.",Excellent way to keep a handle on ammonia,1503619200,{'Size:': ' 1-Pack'},
1337218,1,,True,"03 28, 2016",A27ZOK3EA3XF5G,B00BP5H7QO,lexi,Nice but small.,One Star,1459123200,{'Color:': ' Black'},
676731,5,,True,"02 21, 2016",A1FMWXG4QXA6Z2,B0010P8FWO,hikertrash,"These is my favorite fish food. I have a tank of guppies, neon tetras and cory catfish and every one eats this food. It will float on the surface for around half a minute while the surface feeders eat, then it will sink slowly for the tetras. My catfish will eat any pellets that makes it to the bottom. This is the only food that is small enough and sinks slowly for the tetras to eat in the middle of the water column.",Perfect for small tetras,1456012800,{'Size:': ' 1.58'},
1418238,5,,True,"11 13, 2016",A3MMFDUMQV1LQ5,B00E8GJPBC,Diana L. Glover,Nice perch.,Natural Wood Perch,1478995200,,
1869798,1,2,False,"05 3, 2016",A27ZYGMDVJKK0,B01AY9A7UE,Gail Boyd,"My dog Jowels Brock out with red bumps, I thought it may had been the way I applying the spray. We went on vacation apron returning his Jowels were clear of the red bumps so I gave it another try spraying directly into his mouth no over spray.  This was a bed time, woke up the next day and th red blood filled bumps are back.",Allergic to ingredients,1462233600,,
107645,5,,True,"01 15, 2015",A2NWEX5UK9F5HX,B0002AS20S,C. Lusk,"We needed a bigger hermit crab habitat, and this works well.",Five Stars,1421280000,,
316860,5,,True,"01 6, 2016",A59FCSFJBB9A3,B0009YUI6I,Amazon Customer,"Best cat food EVER!! I have been feeding my cats Blue Buffalo for 3 months and I can see a huge improvement! Their fur is softer, they have lots more energy, they eat less and the difference in the amount of waste and odor in the litter box is amazing!!! Do your cats and yourself favor and feed them Blue Buffalo.",BEST CAT FOOD EVER!!!!!,1452038400,"{'Size:': ' 15 lb', 'Flavor Name:': ' Indoor Health Chicken & Brown Rice'}",
1703597,5,,True,"08 27, 2016",A2R7G275G9IR98,B00UPEW4AA,LuckyBuzzie,"I have a senior dog who's having some potty problems.  As much as I thought (hoped) I was out of the diaper changing stage, these at least fit well and wash with our clothes easily.  Now, if there was just a solution to having to clean dirty bottoms (again), I'd be a happy camper.  But, seriously, this is a workable solution if elderly dogs get lazy.",these at least fit well and wash with our clothes easily. Now,1472256000,"{'Size:': ' Large', 'Pattern:': ' Solid'}",
1514660,2,,True,"11 9, 2016",ASAR241Z77VQ0,B00J44KLZ2,Wii oldtyme player,"The screw on plastic end is cracked, I was going to return it  but not worth the hassel this time.","The screw on plastic end is cracked, I was ...",1478649600,,
2047512,5,,True,"04 23, 2015",A2JZHNZLGBPYQ9,B00IFWW9OU,angela,SO CUTE AND NICELY MADE. MY DOG LOOKS LIKE A PRINCESS. MY HUSBAND CALLS THI HER EVENING WEAR. I HAVE A 7 POUND BICHON-YORKY. FITS PERFECT WITH A LITTLE ROOM,SATISFIED,1429747200,,
798530,5,,True,"02 13, 2013",A36HTFUR5BUUHT,B001E3GE70,RED,"3 beds bought with multiple jeans cover= one happy great Dane. Of course he is still in sofa,yet he is still sleeping comfortable on these beds. 170lb & the m foam is holding up.
Love the fact that the memory foam is covered with waterproof cover.
Quality fits the price.",Dog bed,1360713600,"{'Size:': ' 40"" Length X 35"" Width', 'Color:': ' Denim in Blue'}",
569035,5,,True,"08 1, 2017",A2ZQU9SDWKGCA6,B0012NV9NQ,Kindle Customer,fit him great,Five Stars,1501545600,"{'Size:': ' Medium', 'Color:': ' SKY BLUE', 'Style:': ' Puppia Soft Dog Harness'}",
1702535,5,,True,"12 17, 2015",A3AZJMW332N85S,B00UNLOTOE,Nicole M. Clark,"I have a very energetic Lab-Weimaraner mix who is also a very destructive chewer, but these hold up great! He tends to destroy toys with squeakers even more quickly because he loves to make them squeak, so he will sit and just chew on them forever. Usually, this destroys most toys within a day or two, but these Chuck it squeaker balls are still going strong and still squeaking! He even put a few holes in the ball in the first day, and it still squeaks. I highly recommend these Chuck it balls for any dog owner, but especially if you have a destructive chewer!

Just in case anyone is wondering what size to get their dog, I bought the medium size to go in our Chuck it thrower and I bought the large size to play with in the house because the large ball is easier to get out of our 75 lb Lab-Weimaraner's mouth with my hands. Both sizes work well for our dog and I also got the medium for my sister-in-law's mini Aussie (25-30 lbs and he's overweight, so he's pretty small), and that size works great for her dog.","Great for any dog, but perfect my destructive chewer!",1450310400,{'Size:': ' Medium'},
1987822,5,,True,"07 26, 2013",A35ATH4WKZ66K9,B001QRVLMW,Ben,"I bought this leash fur running because it's short enough to keep my dog next to me, gives her enough length to run behind me when needed and weighs almost nothing compared to most leashes.

My dog is 60-65 lbs. I'm sure she's well over the size limit for this product, but she rarely lunges and when she does, only a quick tug brings her under control. That being said, this leash has made no signs of deteriorating thus far.",Great for running,1374796800,"{'Size:': ' 3/16"" x 4\'', 'Color:': ' black'}",
1264599,4,,False,"05 31, 2014",A1HWQOP81FMJFI,B008W8IUV8,Willow,"This litter is lighter weight and easy to pour from the jug for anyone that has issues lifting or managing the larger boxes or plastic bags of litter. I found it to be low dust and fragrance free, so good for allergies. The granuals are smaller so they don't seem to track as much as other litters, and most importantly my cats were willing to use it immediately.",Works well and is lighter weight as advertized,1401494400,{'Size:': ' Single Jug'},
1344159,5,,True,"12 11, 2017",A3AWWA2BRMWTES,B00BU44VSM,I. C.,Quick and easy.  Cheap enough to change out for different numbers/addresses for different locations.,Quick and easy. Cheap enough to change out for different numbers/addresses ...,1512950400,,
2001905,5,,True,"04 19, 2018",AWOE2I61WCZA5,B004IN2P9Y,Bobbcat,Our dogs love these :),Five Stars,1524096000,"{'Size:': ' 25 oz. Pouch', 'Flavor Name:': ' Thick Cut Hickory'}",
99175,3,,True,"05 28, 2012",A30LWRPQ3EG0IG,B0002ARFRE,Don Hicks,THis item wasn't packed well enough so some of the nutriberries crumbled.  My parrots don't really eat the crumbs so some of the pricey treats are wasted.  Paying a little more to get a properly packed item would be worth it to me.,a little rough with the shipment,1338163200,,
1095121,5,,True,"08 7, 2016",A3NGHFOVD9PSS2,B00542UWFW,Donna Craig,would buy again,Five Stars,1470528000,,
1266255,5,,True,"08 25, 2015",A3KC77CB99OJIX,B008Y527PE,Anonymous,"A great exercise tool for your kitty! My girl-kitty leaps repetitively in the air for this . . . when she's demanding attention, this is a great resource to satisfy both of us . . . she tires easily as she expends so much energy leaping, & I can then resume whatever I was engaged in at the time she persistently (or shall I say, purr-sistently) levied for my involvement!",A great exercise tool for your kitty,1440460800,"{'Size:': "" 30'""}",
1839047,4,,True,"05 9, 2014",AZ3QOCRYBWWJ2,B00PWCG500,justin,It's alright I was expecting a little better but oh well and it doesn't fit my puppy but hoping he grows into it and I wish it had a loop to tuck the end piece in to.,Decent collar,1399593600,"{'Size:': ' Medium', 'Color:': ' Havana/Snakeskin'}",
288898,5,,False,"12 18, 2016",A3TPW92FBRZGU1,B0007A0AQW,MZDEBBYDO,perfect little treat size for my chihauhau. he luvs these.,Five Stars,1482019200,"{'Size:': ' 16 oz', 'Style:': ' Chicken Recipe'}",
1420286,3,,False,"02 8, 2018",A3F9UAX22LLZWK,B00ECCYDB4,K K Schwartz,"My dog eagerly ate one, but unfortunately, it upset her stomach and gave her loose stools. There is a long ingredient list, but the pork gelatin and fructose, which is a natural fruit sweetener, might be the culprits because she's never had them before. It's too bad, because Zoe really liked this treat.",Didn't work for us,1518048000,{'Size:': ' 4 pieces/pack'},
1077175,5,,False,"05 28, 2016",A3EHHIQJQ7XZ0L,B004Y0X5TU,Trekincat,"I love these, my cats like to dig so placing them ALL into the litter pan won't work. What does work is putting one at a time into a clean litter box, then I take the dirty litter box and pour it onto the sifting liner , THEN sift. I can then wash the dirty pan.  Sure makes cleaning the cat box a LOT faster and easier then having to go digging for  "" buried treasure "" left by my 4 furkids.",Makes litter box cleaning so much easier.,1464393600,{'Size:': ' 1 Pack'},
1175325,5,3,True,"11 10, 2017",A1AUVLXU2XWNJ1,B0068SP1XE,Lucy,"Feed was as depicted in photos. There is fish meal in the feed, so it adds a slight smell that I wasn't used to. Product arrived in a plastic bag, inside a well taped USPS box. Chickens are still adjusting to it. I would like to see the company make a plant based feed.

*one month update* i left nutrena organic layer crumbles and this out the first two weeks. i now keep the crumbles outside in a rent-a-coop feeder (also here on amazon, it keeps the local birds from eating their food) so they have an option if they want to snack on it. the scratch and peck i keep in their coops in spill proof dog bowls. i mix it with some nesting herbs and grubblies soldier fly larvae. i have almost zero waste now. i did notice their yolks have increased a little in size and are slightly darker. yet the eggs on average still weigh the same. no difference in laying frequency. i keep charts on my girls. they are all full grown, and the only difference has been a change in feed. hope that helps. :) i was worried about the fish meal spoiling, but, they ate it all, so that really isn't an issue. i have a screw top food container for dog food i got at petco and it keeps their feed fresh and dry.",I would like to see the company make a plant based feed,1510272000,,
584687,5,,False,"08 8, 2014",ABNC1SJ8PQ0AA,B0013MVJPY,C. Dickerson,perfect,Five Stars,1407456000,,
1657515,3,,True,"04 9, 2017",A6Y6ATG9WDRWI,B00QUO7YIG,A. Roberts,"I bought the xxxl for my low rider Bassett/Swiss Mountain, who is difficult to find coats that will close around his girth. I liked the coat because I did not have to fumble trying to join the straps.  The only down side is the coat is short in length as his lower mid back area is exposed to the rain.  If this came in a longer coverage length for my low rider, I would definitely buy another.","Ease of putting on jacket, just a little short in length",1491696000,"{'Size:': ' XXXL', 'Color:': ' YellowWarm'}",
1666688,5,,False,"04 8, 2015",A1QH2O873WBZUO,B00ROZAL0I,Works Great,My dog loved them. Great size for snacks.,Had my dog waggin',1428451200,{'Size:': ' 3 oz.'},
1340853,5,,True,"08 31, 2014",A1R5G9E4057PDS,B00BSXNKNC,smartpuppy,"my dog absolutely adores this toy. it is very durable material and has lasted two years with a few deep puncture marks (but she is only 22 lbs and doesn't really chew on it). it has a rubbery core and bounces so we can play ""soccer"" and ""basketball"" with it and she loves it. it is her all time favorite ball and one of her two favorite toys of all time.","I love it, dog loves it",1409443200,"{'Size:': ' Large', 'Color:': ' Orange/Blue'}",
725293,4,,False,"10 16, 2014",A2HS0HUHVLT9NG,B00164YL22,JTL,"It seems to have helped our kitten when she was experiencing digestive issues, but she hated the test.  For us, sprinkling it on dry food wasn't an option. Had to get wet food and mash it in, even then kitty wasn't thrilled.","It worked, but cat didn't like the taste",1413417600,,
499006,3,,True,"05 17, 2012",A17896Y242E8P9,B000QF2962,psbnurse,"The product recommends allowing the dog to wear the device for a few days to get used to it, prior to inserting the battery and citronella. Wonderful idea! After a half hour of figuring out the correct way to arrange the device and size the collar...to my dismay...the device ( the box portion) is half the size of my seven pound chihuahuas head. Rather bulky for a "" one size fits all"" small dog model. She immediatly looked uncomfortable. I will attempt to utilize it ...as she will wear it when company visits mostly. I recommend a extra small model for dogs such as mine.",not quite sure....,1337212800,,
